Date, State/UT, cumulative confirmed count, cumulative Recovered count, cumulative death count, cumulative active count
14-Mar-20,AN,0,0,0,0
15-Mar-20,AN,0,0,0,0
16-Mar-20,AN,0,0,0,0
17-Mar-20,AN,0,0,0,0
18-Mar-20,AN,0,0,0,0
19-Mar-20,AN,0,0,0,0
20-Mar-20,AN,0,0,0,0
21-Mar-20,AN,0,0,0,0
22-Mar-20,AN,0,0,0,0
23-Mar-20,AN,0,0,0,0
24-Mar-20,AN,0,0,0,0
25-Mar-20,AN,0,0,0,0
26-Mar-20,AN,1,0,0,1
27-Mar-20,AN,6,0,0,6
28-Mar-20,AN,9,0,0,9
29-Mar-20,AN,9,0,0,9
30-Mar-20,AN,10,0,0,10
31-Mar-20,AN,10,0,0,10
1-Apr-20,AN,10,0,0,10
2-Apr-20,AN,10,0,0,10
3-Apr-20,AN,10,0,0,10
4-Apr-20,AN,10,0,0,10
5-Apr-20,AN,10,0,0,10
6-Apr-20,AN,10,0,0,10
7-Apr-20,AN,10,0,0,10
8-Apr-20,AN,11,0,0,11
9-Apr-20,AN,11,10,0,1
10-Apr-20,AN,11,10,0,1
11-Apr-20,AN,11,10,0,1
12-Apr-20,AN,11,10,0,1
13-Apr-20,AN,11,10,0,1
14-Apr-20,AN,11,10,0,1
15-Apr-20,AN,11,10,0,1
16-Apr-20,AN,11,11,0,0
17-Apr-20,AN,12,11,0,1
18-Apr-20,AN,14,11,0,3
19-Apr-20,AN,15,11,0,4
20-Apr-20,AN,16,11,0,5
21-Apr-20,AN,17,11,0,6
22-Apr-20,AN,18,11,0,7
23-Apr-20,AN,22,11,0,11
24-Apr-20,AN,29,11,0,18
25-Apr-20,AN,33,11,0,22
26-Apr-20,AN,33,11,0,22
27-Apr-20,AN,33,11,0,22
28-Apr-20,AN,33,15,0,18
29-Apr-20,AN,33,15,0,18
30-Apr-20,AN,33,16,0,17
1-May-20,AN,33,16,0,17
2-May-20,AN,33,26,0,7
3-May-20,AN,33,32,0,1
4-May-20,AN,33,32,0,1
5-May-20,AN,33,32,0,1
6-May-20,AN,33,32,0,1
7-May-20,AN,33,33,0,0
8-May-20,AN,33,33,0,0
9-May-20,AN,33,33,0,0
10-May-20,AN,33,33,0,0
11-May-20,AN,33,33,0,0
12-May-20,AN,33,33,0,0
13-May-20,AN,33,33,0,0
14-May-20,AN,33,33,0,0
15-May-20,AN,33,33,0,0
16-May-20,AN,33,33,0,0
17-May-20,AN,33,33,0,0
18-May-20,AN,33,33,0,0
19-May-20,AN,33,33,0,0
20-May-20,AN,33,33,0,0
21-May-20,AN,33,33,0,0
22-May-20,AN,33,33,0,0
23-May-20,AN,33,33,0,0
24-May-20,AN,33,33,0,0
25-May-20,AN,33,33,0,0
14-Mar-20,AN,0,0,0,0
15-Mar-20,AN,0,0,0,0
16-Mar-20,AN,0,0,0,0
17-Mar-20,AN,0,0,0,0
18-Mar-20,AN,0,0,0,0
19-Mar-20,AN,0,0,0,0
20-Mar-20,AN,0,0,0,0
21-Mar-20,AN,0,0,0,0
22-Mar-20,AN,0,0,0,0
23-Mar-20,AN,0,0,0,0
24-Mar-20,AN,0,0,0,0
25-Mar-20,AN,0,0,0,0
26-Mar-20,AN,1,0,0,1
27-Mar-20,AN,6,0,0,6
28-Mar-20,AN,9,0,0,9
29-Mar-20,AN,9,0,0,9
30-Mar-20,AN,10,0,0,10
31-Mar-20,AN,10,0,0,10
1-Apr-20,AN,10,0,0,10
2-Apr-20,AN,10,0,0,10
3-Apr-20,AN,10,0,0,10
4-Apr-20,AN,10,0,0,10
5-Apr-20,AN,10,0,0,10
6-Apr-20,AN,10,0,0,10
7-Apr-20,AN,10,0,0,10
8-Apr-20,AN,11,0,0,11
9-Apr-20,AN,11,10,0,1
10-Apr-20,AN,11,10,0,1
11-Apr-20,AN,11,10,0,1
12-Apr-20,AN,11,10,0,1
13-Apr-20,AN,11,10,0,1
14-Apr-20,AN,11,10,0,1
15-Apr-20,AN,11,10,0,1
16-Apr-20,AN,11,11,0,0
17-Apr-20,AN,12,11,0,1
18-Apr-20,AN,14,11,0,3
19-Apr-20,AN,15,11,0,4
20-Apr-20,AN,16,11,0,5
21-Apr-20,AN,17,11,0,6
22-Apr-20,AN,18,11,0,7
23-Apr-20,AN,22,11,0,11
24-Apr-20,AN,29,11,0,18
25-Apr-20,AN,33,11,0,22
26-Apr-20,AN,33,11,0,22
27-Apr-20,AN,33,11,0,22
28-Apr-20,AN,33,15,0,18
29-Apr-20,AN,33,15,0,18
30-Apr-20,AN,33,16,0,17
1-May-20,AN,33,16,0,17
2-May-20,AN,33,26,0,7
3-May-20,AN,33,32,0,1
4-May-20,AN,33,32,0,1
5-May-20,AN,33,32,0,1
6-May-20,AN,33,32,0,1
7-May-20,AN,33,33,0,0
8-May-20,AN,33,33,0,0
9-May-20,AN,33,33,0,0
10-May-20,AN,33,33,0,0
11-May-20,AN,33,33,0,0
12-May-20,AN,33,33,0,0
13-May-20,AN,33,33,0,0
14-May-20,AN,33,33,0,0
15-May-20,AN,33,33,0,0
16-May-20,AN,33,33,0,0
17-May-20,AN,33,33,0,0
18-May-20,AN,33,33,0,0
19-May-20,AN,33,33,0,0
20-May-20,AN,33,33,0,0
21-May-20,AN,33,33,0,0
22-May-20,AN,33,33,0,0
23-May-20,AN,33,33,0,0
24-May-20,AN,33,33,0,0
25-May-20,AN,33,33,0,0
14-Mar-20,AN,0,0,0,0
15-Mar-20,AN,0,0,0,0
16-Mar-20,AN,0,0,0,0
17-Mar-20,AN,0,0,0,0
18-Mar-20,AN,0,0,0,0
19-Mar-20,AN,0,0,0,0
20-Mar-20,AN,0,0,0,0
21-Mar-20,AN,0,0,0,0
22-Mar-20,AN,0,0,0,0
23-Mar-20,AN,0,0,0,0
24-Mar-20,AN,0,0,0,0
25-Mar-20,AN,0,0,0,0
26-Mar-20,AN,1,0,0,1
27-Mar-20,AN,6,0,0,6
28-Mar-20,AN,9,0,0,9
29-Mar-20,AN,9,0,0,9
30-Mar-20,AN,10,0,0,10
31-Mar-20,AN,10,0,0,10
1-Apr-20,AN,10,0,0,10
2-Apr-20,AN,10,0,0,10
3-Apr-20,AN,10,0,0,10
4-Apr-20,AN,10,0,0,10
5-Apr-20,AN,10,0,0,10
6-Apr-20,AN,10,0,0,10
7-Apr-20,AN,10,0,0,10
8-Apr-20,AN,11,0,0,11
9-Apr-20,AN,11,10,0,1
10-Apr-20,AN,11,10,0,1
11-Apr-20,AN,11,10,0,1
12-Apr-20,AN,11,10,0,1
13-Apr-20,AN,11,10,0,1
14-Apr-20,AN,11,10,0,1
15-Apr-20,AN,11,10,0,1
16-Apr-20,AN,11,11,0,0
17-Apr-20,AN,12,11,0,1
18-Apr-20,AN,14,11,0,3
19-Apr-20,AN,15,11,0,4
20-Apr-20,AN,16,11,0,5
21-Apr-20,AN,17,11,0,6
22-Apr-20,AN,18,11,0,7
23-Apr-20,AN,22,11,0,11
24-Apr-20,AN,29,11,0,18
25-Apr-20,AN,33,11,0,22
26-Apr-20,AN,33,11,0,22
27-Apr-20,AN,33,11,0,22
28-Apr-20,AN,33,15,0,18
29-Apr-20,AN,33,15,0,18
30-Apr-20,AN,33,16,0,17
1-May-20,AN,33,16,0,17
2-May-20,AN,33,26,0,7
3-May-20,AN,33,32,0,1
4-May-20,AN,33,32,0,1
5-May-20,AN,33,32,0,1
6-May-20,AN,33,32,0,1
7-May-20,AN,33,33,0,0
8-May-20,AN,33,33,0,0
9-May-20,AN,33,33,0,0
10-May-20,AN,33,33,0,0
11-May-20,AN,33,33,0,0
12-May-20,AN,33,33,0,0
13-May-20,AN,33,33,0,0
14-May-20,AN,33,33,0,0
15-May-20,AN,33,33,0,0
16-May-20,AN,33,33,0,0
17-May-20,AN,33,33,0,0
18-May-20,AN,33,33,0,0
19-May-20,AN,33,33,0,0
20-May-20,AN,33,33,0,0
21-May-20,AN,33,33,0,0
22-May-20,AN,33,33,0,0
23-May-20,AN,33,33,0,0
24-May-20,AN,33,33,0,0
25-May-20,AN,33,33,0,0
14-Mar-20,AP,1,0,0,1
15-Mar-20,AP,1,0,0,1
16-Mar-20,AP,1,0,0,1
17-Mar-20,AP,1,0,0,1
18-Mar-20,AP,1,0,0,1
19-Mar-20,AP,3,0,0,3
20-Mar-20,AP,3,0,0,3
21-Mar-20,AP,5,0,0,5
22-Mar-20,AP,6,0,0,6
23-Mar-20,AP,7,0,0,7
24-Mar-20,AP,8,0,0,8
25-Mar-20,AP,10,1,0,9
26-Mar-20,AP,11,1,0,10
27-Mar-20,AP,13,1,0,12
28-Mar-20,AP,19,1,0,18
29-Mar-20,AP,21,1,0,20
30-Mar-20,AP,23,1,0,22
31-Mar-20,AP,44,1,0,43
1-Apr-20,AP,111,2,0,109
2-Apr-20,AP,149,2,0,147
3-Apr-20,AP,164,2,1,161
4-Apr-20,AP,192,2,1,189
5-Apr-20,AP,256,5,1,250
6-Apr-20,AP,303,5,3,295
7-Apr-20,AP,314,5,4,305
8-Apr-20,AP,348,6,4,338
9-Apr-20,AP,363,10,6,347
10-Apr-20,AP,381,10,6,365
11-Apr-20,AP,405,10,6,389
12-Apr-20,AP,420,12,7,401
13-Apr-20,AP,439,12,7,420
14-Apr-20,AP,484,16,11,457
15-Apr-20,AP,525,20,14,491
16-Apr-20,AP,534,20,14,500
17-Apr-20,AP,572,35,14,523
18-Apr-20,AP,603,42,16,545
19-Apr-20,AP,647,65,17,565
20-Apr-20,AP,722,92,20,610
21-Apr-20,AP,757,96,22,639
22-Apr-20,AP,813,120,24,669
23-Apr-20,AP,893,141,27,725
24-Apr-20,AP,955,145,29,781
25-Apr-20,AP,1016,171,31,814
26-Apr-20,AP,1097,231,31,835
27-Apr-20,AP,1177,235,31,911
28-Apr-20,AP,1259,258,31,970
29-Apr-20,AP,1332,287,31,1014
30-Apr-20,AP,1403,321,31,1051
1-May-20,AP,1463,403,33,1027
2-May-20,AP,1525,441,33,1051
3-May-20,AP,1583,488,33,1062
4-May-20,AP,1650,524,33,1093
5-May-20,AP,1717,589,34,1094
6-May-20,AP,1777,729,36,1012
7-May-20,AP,1833,780,38,1015
8-May-20,AP,1887,842,41,1004
9-May-20,AP,1930,887,44,999
10-May-20,AP,1980,925,45,1010
11-May-20,AP,2018,998,45,975
12-May-20,AP,2089,1056,46,987
13-May-20,AP,2137,1142,47,948
14-May-20,AP,2205,1192,48,965
15-May-20,AP,2307,1252,48,1007
16-May-20,AP,2355,1353,49,953
17-May-20,AP,2380,1456,50,874
18-May-20,AP,2432,1552,50,830
19-May-20,AP,2489,1621,52,816
20-May-20,AP,2560,1664,53,843
21-May-20,AP,2605,1705,54,846
22-May-20,AP,2667,1731,55,881
23-May-20,AP,2714,1779,56,879
24-May-20,AP,2780,1841,56,883
25-May-20,AP,2886,1892,56,938
14-Mar-20,AP,1,0,0,1
15-Mar-20,AP,1,0,0,1
16-Mar-20,AP,1,0,0,1
17-Mar-20,AP,1,0,0,1
18-Mar-20,AP,1,0,0,1
19-Mar-20,AP,3,0,0,3
20-Mar-20,AP,3,0,0,3
21-Mar-20,AP,5,0,0,5
22-Mar-20,AP,6,0,0,6
23-Mar-20,AP,7,0,0,7
24-Mar-20,AP,8,0,0,8
25-Mar-20,AP,10,1,0,9
26-Mar-20,AP,11,1,0,10
27-Mar-20,AP,13,1,0,12
28-Mar-20,AP,19,1,0,18
29-Mar-20,AP,21,1,0,20
30-Mar-20,AP,23,1,0,22
31-Mar-20,AP,44,1,0,43
1-Apr-20,AP,111,2,0,109
2-Apr-20,AP,149,2,0,147
3-Apr-20,AP,164,2,1,161
4-Apr-20,AP,192,2,1,189
5-Apr-20,AP,256,5,1,250
6-Apr-20,AP,303,5,3,295
7-Apr-20,AP,314,5,4,305
8-Apr-20,AP,348,6,4,338
9-Apr-20,AP,363,10,6,347
10-Apr-20,AP,381,10,6,365
11-Apr-20,AP,405,10,6,389
12-Apr-20,AP,420,12,7,401
13-Apr-20,AP,439,12,7,420
14-Apr-20,AP,484,16,11,457
15-Apr-20,AP,525,20,14,491
16-Apr-20,AP,534,20,14,500
17-Apr-20,AP,572,35,14,523
18-Apr-20,AP,603,42,16,545
19-Apr-20,AP,647,65,17,565
20-Apr-20,AP,722,92,20,610
21-Apr-20,AP,757,96,22,639
22-Apr-20,AP,813,120,24,669
23-Apr-20,AP,893,141,27,725
24-Apr-20,AP,955,145,29,781
25-Apr-20,AP,1016,171,31,814
26-Apr-20,AP,1097,231,31,835
27-Apr-20,AP,1177,235,31,911
28-Apr-20,AP,1259,258,31,970
29-Apr-20,AP,1332,287,31,1014
30-Apr-20,AP,1403,321,31,1051
1-May-20,AP,1463,403,33,1027
2-May-20,AP,1525,441,33,1051
3-May-20,AP,1583,488,33,1062
4-May-20,AP,1650,524,33,1093
5-May-20,AP,1717,589,34,1094
6-May-20,AP,1777,729,36,1012
7-May-20,AP,1833,780,38,1015
8-May-20,AP,1887,842,41,1004
9-May-20,AP,1930,887,44,999
10-May-20,AP,1980,925,45,1010
11-May-20,AP,2018,998,45,975
12-May-20,AP,2089,1056,46,987
13-May-20,AP,2137,1142,47,948
14-May-20,AP,2205,1192,48,965
15-May-20,AP,2307,1252,48,1007
16-May-20,AP,2355,1353,49,953
17-May-20,AP,2380,1456,50,874
18-May-20,AP,2432,1552,50,830
19-May-20,AP,2489,1621,52,816
20-May-20,AP,2560,1664,53,843
21-May-20,AP,2605,1705,54,846
22-May-20,AP,2667,1731,55,881
23-May-20,AP,2714,1779,56,879
24-May-20,AP,2780,1841,56,883
25-May-20,AP,2886,1892,56,938
14-Mar-20,AP,1,0,0,1
15-Mar-20,AP,1,0,0,1
16-Mar-20,AP,1,0,0,1
17-Mar-20,AP,1,0,0,1
18-Mar-20,AP,1,0,0,1
19-Mar-20,AP,3,0,0,3
20-Mar-20,AP,3,0,0,3
21-Mar-20,AP,5,0,0,5
22-Mar-20,AP,6,0,0,6
23-Mar-20,AP,7,0,0,7
24-Mar-20,AP,8,0,0,8
25-Mar-20,AP,10,1,0,9
26-Mar-20,AP,11,1,0,10
27-Mar-20,AP,13,1,0,12
28-Mar-20,AP,19,1,0,18
29-Mar-20,AP,21,1,0,20
30-Mar-20,AP,23,1,0,22
31-Mar-20,AP,44,1,0,43
1-Apr-20,AP,111,2,0,109
2-Apr-20,AP,149,2,0,147
3-Apr-20,AP,164,2,1,161
4-Apr-20,AP,192,2,1,189
5-Apr-20,AP,256,5,1,250
6-Apr-20,AP,303,5,3,295
7-Apr-20,AP,314,5,4,305
8-Apr-20,AP,348,6,4,338
9-Apr-20,AP,363,10,6,347
10-Apr-20,AP,381,10,6,365
11-Apr-20,AP,405,10,6,389
12-Apr-20,AP,420,12,7,401
13-Apr-20,AP,439,12,7,420
14-Apr-20,AP,484,16,11,457
15-Apr-20,AP,525,20,14,491
16-Apr-20,AP,534,20,14,500
17-Apr-20,AP,572,35,14,523
18-Apr-20,AP,603,42,16,545
19-Apr-20,AP,647,65,17,565
20-Apr-20,AP,722,92,20,610
21-Apr-20,AP,757,96,22,639
22-Apr-20,AP,813,120,24,669
23-Apr-20,AP,893,141,27,725
24-Apr-20,AP,955,145,29,781
25-Apr-20,AP,1016,171,31,814
26-Apr-20,AP,1097,231,31,835
27-Apr-20,AP,1177,235,31,911
28-Apr-20,AP,1259,258,31,970
29-Apr-20,AP,1332,287,31,1014
30-Apr-20,AP,1403,321,31,1051
1-May-20,AP,1463,403,33,1027
2-May-20,AP,1525,441,33,1051
3-May-20,AP,1583,488,33,1062
4-May-20,AP,1650,524,33,1093
5-May-20,AP,1717,589,34,1094
6-May-20,AP,1777,729,36,1012
7-May-20,AP,1833,780,38,1015
8-May-20,AP,1887,842,41,1004
9-May-20,AP,1930,887,44,999
10-May-20,AP,1980,925,45,1010
11-May-20,AP,2018,998,45,975
12-May-20,AP,2089,1056,46,987
13-May-20,AP,2137,1142,47,948
14-May-20,AP,2205,1192,48,965
15-May-20,AP,2307,1252,48,1007
16-May-20,AP,2355,1353,49,953
17-May-20,AP,2380,1456,50,874
18-May-20,AP,2432,1552,50,830
19-May-20,AP,2489,1621,52,816
20-May-20,AP,2560,1664,53,843
21-May-20,AP,2605,1705,54,846
22-May-20,AP,2667,1731,55,881
23-May-20,AP,2714,1779,56,879
24-May-20,AP,2780,1841,56,883
25-May-20,AP,2886,1892,56,938
14-Mar-20,AR,0,0,0,0
15-Mar-20,AR,0,0,0,0
16-Mar-20,AR,0,0,0,0
17-Mar-20,AR,0,0,0,0
18-Mar-20,AR,0,0,0,0
19-Mar-20,AR,0,0,0,0
20-Mar-20,AR,0,0,0,0
21-Mar-20,AR,0,0,0,0
22-Mar-20,AR,0,0,0,0
23-Mar-20,AR,0,0,0,0
24-Mar-20,AR,0,0,0,0
25-Mar-20,AR,0,0,0,0
26-Mar-20,AR,0,0,0,0
27-Mar-20,AR,0,0,0,0
28-Mar-20,AR,0,0,0,0
29-Mar-20,AR,0,0,0,0
30-Mar-20,AR,0,0,0,0
31-Mar-20,AR,0,0,0,0
1-Apr-20,AR,0,0,0,0
2-Apr-20,AR,1,0,0,1
3-Apr-20,AR,1,0,0,1
4-Apr-20,AR,1,0,0,1
5-Apr-20,AR,1,0,0,1
6-Apr-20,AR,1,0,0,1
7-Apr-20,AR,1,0,0,1
8-Apr-20,AR,1,0,0,1
9-Apr-20,AR,1,0,0,1
10-Apr-20,AR,1,0,0,1
11-Apr-20,AR,1,0,0,1
12-Apr-20,AR,1,0,0,1
13-Apr-20,AR,1,0,0,1
14-Apr-20,AR,1,0,0,1
15-Apr-20,AR,1,1,0,0
16-Apr-20,AR,1,1,0,0
17-Apr-20,AR,1,1,0,0
18-Apr-20,AR,1,1,0,0
19-Apr-20,AR,1,1,0,0
20-Apr-20,AR,1,1,0,0
21-Apr-20,AR,1,1,0,0
22-Apr-20,AR,1,1,0,0
23-Apr-20,AR,1,1,0,0
24-Apr-20,AR,1,1,0,0
25-Apr-20,AR,1,1,0,0
26-Apr-20,AR,1,1,0,0
27-Apr-20,AR,1,1,0,0
28-Apr-20,AR,1,1,0,0
29-Apr-20,AR,1,1,0,0
30-Apr-20,AR,1,1,0,0
1-May-20,AR,1,1,0,0
2-May-20,AR,1,1,0,0
3-May-20,AR,1,1,0,0
4-May-20,AR,1,1,0,0
5-May-20,AR,1,1,0,0
6-May-20,AR,1,1,0,0
7-May-20,AR,1,1,0,0
8-May-20,AR,1,1,0,0
9-May-20,AR,1,1,0,0
10-May-20,AR,1,1,0,0
11-May-20,AR,1,1,0,0
12-May-20,AR,1,1,0,0
13-May-20,AR,1,1,0,0
14-May-20,AR,1,1,0,0
15-May-20,AR,1,1,0,0
16-May-20,AR,1,1,0,0
17-May-20,AR,1,1,0,0
18-May-20,AR,1,1,0,0
19-May-20,AR,1,1,0,0
20-May-20,AR,1,1,0,0
21-May-20,AR,1,1,0,0
22-May-20,AR,1,1,0,0
23-May-20,AR,1,1,0,0
24-May-20,AR,2,1,0,1
25-May-20,AR,2,1,0,1
14-Mar-20,AR,0,0,0,0
15-Mar-20,AR,0,0,0,0
16-Mar-20,AR,0,0,0,0
17-Mar-20,AR,0,0,0,0
18-Mar-20,AR,0,0,0,0
19-Mar-20,AR,0,0,0,0
20-Mar-20,AR,0,0,0,0
21-Mar-20,AR,0,0,0,0
22-Mar-20,AR,0,0,0,0
23-Mar-20,AR,0,0,0,0
24-Mar-20,AR,0,0,0,0
25-Mar-20,AR,0,0,0,0
26-Mar-20,AR,0,0,0,0
27-Mar-20,AR,0,0,0,0
28-Mar-20,AR,0,0,0,0
29-Mar-20,AR,0,0,0,0
30-Mar-20,AR,0,0,0,0
31-Mar-20,AR,0,0,0,0
1-Apr-20,AR,0,0,0,0
2-Apr-20,AR,1,0,0,1
3-Apr-20,AR,1,0,0,1
4-Apr-20,AR,1,0,0,1
5-Apr-20,AR,1,0,0,1
6-Apr-20,AR,1,0,0,1
7-Apr-20,AR,1,0,0,1
8-Apr-20,AR,1,0,0,1
9-Apr-20,AR,1,0,0,1
10-Apr-20,AR,1,0,0,1
11-Apr-20,AR,1,0,0,1
12-Apr-20,AR,1,0,0,1
13-Apr-20,AR,1,0,0,1
14-Apr-20,AR,1,0,0,1
15-Apr-20,AR,1,1,0,0
16-Apr-20,AR,1,1,0,0
17-Apr-20,AR,1,1,0,0
18-Apr-20,AR,1,1,0,0
19-Apr-20,AR,1,1,0,0
20-Apr-20,AR,1,1,0,0
21-Apr-20,AR,1,1,0,0
22-Apr-20,AR,1,1,0,0
23-Apr-20,AR,1,1,0,0
24-Apr-20,AR,1,1,0,0
25-Apr-20,AR,1,1,0,0
26-Apr-20,AR,1,1,0,0
27-Apr-20,AR,1,1,0,0
28-Apr-20,AR,1,1,0,0
29-Apr-20,AR,1,1,0,0
30-Apr-20,AR,1,1,0,0
1-May-20,AR,1,1,0,0
2-May-20,AR,1,1,0,0
3-May-20,AR,1,1,0,0
4-May-20,AR,1,1,0,0
5-May-20,AR,1,1,0,0
6-May-20,AR,1,1,0,0
7-May-20,AR,1,1,0,0
8-May-20,AR,1,1,0,0
9-May-20,AR,1,1,0,0
10-May-20,AR,1,1,0,0
11-May-20,AR,1,1,0,0
12-May-20,AR,1,1,0,0
13-May-20,AR,1,1,0,0
14-May-20,AR,1,1,0,0
15-May-20,AR,1,1,0,0
16-May-20,AR,1,1,0,0
17-May-20,AR,1,1,0,0
18-May-20,AR,1,1,0,0
19-May-20,AR,1,1,0,0
20-May-20,AR,1,1,0,0
21-May-20,AR,1,1,0,0
22-May-20,AR,1,1,0,0
23-May-20,AR,1,1,0,0
24-May-20,AR,2,1,0,1
25-May-20,AR,2,1,0,1
14-Mar-20,AR,0,0,0,0
15-Mar-20,AR,0,0,0,0
16-Mar-20,AR,0,0,0,0
17-Mar-20,AR,0,0,0,0
18-Mar-20,AR,0,0,0,0
19-Mar-20,AR,0,0,0,0
20-Mar-20,AR,0,0,0,0
21-Mar-20,AR,0,0,0,0
22-Mar-20,AR,0,0,0,0
23-Mar-20,AR,0,0,0,0
24-Mar-20,AR,0,0,0,0
25-Mar-20,AR,0,0,0,0
26-Mar-20,AR,0,0,0,0
27-Mar-20,AR,0,0,0,0
28-Mar-20,AR,0,0,0,0
29-Mar-20,AR,0,0,0,0
30-Mar-20,AR,0,0,0,0
31-Mar-20,AR,0,0,0,0
1-Apr-20,AR,0,0,0,0
2-Apr-20,AR,1,0,0,1
3-Apr-20,AR,1,0,0,1
4-Apr-20,AR,1,0,0,1
5-Apr-20,AR,1,0,0,1
6-Apr-20,AR,1,0,0,1
7-Apr-20,AR,1,0,0,1
8-Apr-20,AR,1,0,0,1
9-Apr-20,AR,1,0,0,1
10-Apr-20,AR,1,0,0,1
11-Apr-20,AR,1,0,0,1
12-Apr-20,AR,1,0,0,1
13-Apr-20,AR,1,0,0,1
14-Apr-20,AR,1,0,0,1
15-Apr-20,AR,1,1,0,0
16-Apr-20,AR,1,1,0,0
17-Apr-20,AR,1,1,0,0
18-Apr-20,AR,1,1,0,0
19-Apr-20,AR,1,1,0,0
20-Apr-20,AR,1,1,0,0
21-Apr-20,AR,1,1,0,0
22-Apr-20,AR,1,1,0,0
23-Apr-20,AR,1,1,0,0
24-Apr-20,AR,1,1,0,0
25-Apr-20,AR,1,1,0,0
26-Apr-20,AR,1,1,0,0
27-Apr-20,AR,1,1,0,0
28-Apr-20,AR,1,1,0,0
29-Apr-20,AR,1,1,0,0
30-Apr-20,AR,1,1,0,0
1-May-20,AR,1,1,0,0
2-May-20,AR,1,1,0,0
3-May-20,AR,1,1,0,0
4-May-20,AR,1,1,0,0
5-May-20,AR,1,1,0,0
6-May-20,AR,1,1,0,0
7-May-20,AR,1,1,0,0
8-May-20,AR,1,1,0,0
9-May-20,AR,1,1,0,0
10-May-20,AR,1,1,0,0
11-May-20,AR,1,1,0,0
12-May-20,AR,1,1,0,0
13-May-20,AR,1,1,0,0
14-May-20,AR,1,1,0,0
15-May-20,AR,1,1,0,0
16-May-20,AR,1,1,0,0
17-May-20,AR,1,1,0,0
18-May-20,AR,1,1,0,0
19-May-20,AR,1,1,0,0
20-May-20,AR,1,1,0,0
21-May-20,AR,1,1,0,0
22-May-20,AR,1,1,0,0
23-May-20,AR,1,1,0,0
24-May-20,AR,2,1,0,1
25-May-20,AR,2,1,0,1
14-Mar-20,AS,0,0,0,0
15-Mar-20,AS,0,0,0,0
16-Mar-20,AS,0,0,0,0
17-Mar-20,AS,0,0,0,0
18-Mar-20,AS,0,0,0,0
19-Mar-20,AS,0,0,0,0
20-Mar-20,AS,0,0,0,0
21-Mar-20,AS,0,0,0,0
22-Mar-20,AS,0,0,0,0
23-Mar-20,AS,0,0,0,0
24-Mar-20,AS,0,0,0,0
25-Mar-20,AS,0,0,0,0
26-Mar-20,AS,0,0,0,0
27-Mar-20,AS,0,0,0,0
28-Mar-20,AS,0,0,0,0
29-Mar-20,AS,0,0,0,0
30-Mar-20,AS,0,0,0,0
31-Mar-20,AS,1,0,0,1
1-Apr-20,AS,16,0,0,16
2-Apr-20,AS,16,0,0,16
3-Apr-20,AS,23,0,0,23
4-Apr-20,AS,26,0,0,26
5-Apr-20,AS,26,0,0,26
6-Apr-20,AS,26,0,0,26
7-Apr-20,AS,28,0,0,28
8-Apr-20,AS,28,0,0,28
9-Apr-20,AS,29,0,0,29
10-Apr-20,AS,29,0,1,28
11-Apr-20,AS,29,0,1,28
12-Apr-20,AS,30,0,1,29
13-Apr-20,AS,32,0,1,31
14-Apr-20,AS,33,0,1,32
15-Apr-20,AS,33,2,1,30
16-Apr-20,AS,35,5,1,29
17-Apr-20,AS,35,9,1,25
18-Apr-20,AS,35,12,1,22
19-Apr-20,AS,35,17,1,17
20-Apr-20,AS,35,19,1,15
21-Apr-20,AS,35,19,1,15
22-Apr-20,AS,35,19,1,15
23-Apr-20,AS,36,19,1,16
24-Apr-20,AS,36,19,1,16
25-Apr-20,AS,36,19,1,16
26-Apr-20,AS,36,27,1,8
27-Apr-20,AS,36,27,1,8
28-Apr-20,AS,38,27,1,10
29-Apr-20,AS,38,29,1,8
30-Apr-20,AS,43,29,1,13
1-May-20,AS,43,33,1,9
2-May-20,AS,43,33,1,9
3-May-20,AS,43,33,1,9
4-May-20,AS,43,33,1,9
5-May-20,AS,45,33,1,11
6-May-20,AS,46,35,1,10
7-May-20,AS,54,35,1,18
8-May-20,AS,60,35,2,23
9-May-20,AS,62,35,1,26
10-May-20,AS,63,35,1,27
11-May-20,AS,65,40,1,24
12-May-20,AS,65,40,1,24
13-May-20,AS,80,40,1,39
14-May-20,AS,87,40,1,46
15-May-20,AS,90,41,1,48
16-May-20,AS,93,41,1,51
17-May-20,AS,101,42,1,58
18-May-20,AS,116,42,3,71
19-May-20,AS,158,42,3,113
20-May-20,AS,189,49,3,137
21-May-20,AS,211,55,3,153
22-May-20,AS,226,55,3,168
23-May-20,AS,347,57,3,287
24-May-20,AS,393,58,3,332
25-May-20,AS,549,63,3,483
14-Mar-20,AS,0,0,0,0
15-Mar-20,AS,0,0,0,0
16-Mar-20,AS,0,0,0,0
17-Mar-20,AS,0,0,0,0
18-Mar-20,AS,0,0,0,0
19-Mar-20,AS,0,0,0,0
20-Mar-20,AS,0,0,0,0
21-Mar-20,AS,0,0,0,0
22-Mar-20,AS,0,0,0,0
23-Mar-20,AS,0,0,0,0
24-Mar-20,AS,0,0,0,0
25-Mar-20,AS,0,0,0,0
26-Mar-20,AS,0,0,0,0
27-Mar-20,AS,0,0,0,0
28-Mar-20,AS,0,0,0,0
29-Mar-20,AS,0,0,0,0
30-Mar-20,AS,0,0,0,0
31-Mar-20,AS,1,0,0,1
1-Apr-20,AS,16,0,0,16
2-Apr-20,AS,16,0,0,16
3-Apr-20,AS,23,0,0,23
